user_id;event_data value_prop;click;cantidad_impresiones;cantidad_clicks;cantidad_pagos;total_pago
96740;credits_consumer;0;0;0;2;47.83
88648;point;0;0;0;2;76.28999999999999
76003;send_money;0;0;0;2;35.11
98051;send_money;0;2;0;3;29.03
23689;send_money;0;1;0;1;50.39
30428;credits_consumer;0;0;0;1;53.92
63127;prepaid;0;2;0;2;54.78
12150;transport;0;0;0;2;93.14
12306;transport;1;0;0;1;67.88
71516;link_cobro;0;0;0;1;5.27
25430;credits_consumer;0;0;0;1;15.27
68380;transport;0;1;1;1;51.5
57110;link_cobro;0;0;0;1;33.29
49876;point;0;0;0;1;9.21
7172;send_money;0;0;0;1;70.0
71508;point;0;0;0;1;17.98
68766;cellphone_recharge;0;2;0;1;21.32
58145;transport;1;1;0;1;87.18
3907;point;0;0;0;1;24.98
79383;point;0;1;1;1;6.59
77063;transport;0;0;0;1;4.85
98500;credits_consumer;0;1;0;2;34.47
57606;cellphone_recharge;0;1;0;1;34.14
22510;prepaid;0;0;0;1;14.19
6578;send_money;0;0;0;2;116.52000000000001
27065;send_money;1;0;0;2;101.92
53629;link_cobro;1;1;0;1;5.22
56530;point;0;0;0;1;72.84
21630;transport;0;0;0;1;134.41
40143;point;0;0;0;2;112.49000000000001
18595;send_money;0;1;0;3;180.47
73658;send_money;0;2;0;2;144.25
95155;send_money;0;0;0;1;98.99
41920;point;0;0;0;2;78.55
68531;send_money;0;3;0;1;4.37
84147;point;0;0;0;2;82.19
75899;transport;0;1;0;1;7.79
42793;point;0;0;0;1;16.2
66855;prepaid;0;0;0;2;28.759999999999998
93277;send_money;0;0;0;2;120.09
83438;credits_consumer;0;1;0;2;124.22
698;transport;0;1;0;1;36.25
73562;point;0;0;0;2;144.49
72889;cellphone_recharge;1;0;0;1;9.54
3695;prepaid;0;0;0;1;51.87
45572;prepaid;0;2;0;2;106.72999999999999
57756;credits_consumer;0;3;0;1;1.83
63899;prepaid;0;0;0;1;4.61
12641;link_cobro;0;0;0;1;113.92
71198;credits_consumer;0;1;0;1;125.2
75113;prepaid;1;1;0;2;158.31
37241;transport;0;2;0;1;22.08
86852;credits_consumer;0;0;0;2;39.43
68471;credits_consumer;0;1;0;2;60.0
75275;send_money;0;0;0;2;283.96000000000004
20889;prepaid;0;0;0;1;22.28
70050;transport;0;0;0;1;82.01
85284;prepaid;0;1;0;1;96.32
98300;prepaid;0;0;0;1;44.68
85543;point;0;2;0;1;120.76
69559;cellphone_recharge;0;0;0;1;76.11
66825;point;0;0;0;1;122.56
92579;send_money;0;2;0;1;136.72
28028;send_money;0;0;0;1;2.45
28807;cellphone_recharge;0;0;0;2;219.82
7011;link_cobro;1;1;0;1;1.17
92588;link_cobro;0;0;0;1;85.01
60450;credits_consumer;0;3;1;1;118.0
7254;cellphone_recharge;0;1;0;1;37.76
5308;link_cobro;0;0;0;1;33.75
54519;cellphone_recharge;0;1;0;1;57.58
93677;send_money;0;1;0;2;195.88
64499;transport;0;0;0;2;64.36
93224;link_cobro;0;1;0;2;76.66000000000001
57200;point;1;0;0;2;24.13
31095;send_money;0;1;0;1;84.89
61566;point;0;0;0;1;3.74
4871;cellphone_recharge;0;1;0;1;8.68
12083;send_money;0;0;0;2;14.040000000000001
75545;transport;1;2;0;1;49.88
99466;link_cobro;0;1;0;1;34.53
67304;link_cobro;0;1;0;2;56.1
59729;prepaid;0;0;0;1;105.58
8269;point;0;3;0;1;96.9
70135;link_cobro;0;1;0;1;73.13
74510;prepaid;1;1;0;1;52.42
79012;send_money;0;0;0;1;50.68
80194;transport;0;0;0;1;50.37
91442;prepaid;0;0;0;1;44.68
12293;cellphone_recharge;0;1;0;3;256.24
19782;point;0;0;0;2;112.83
23276;transport;0;1;0;1;12.28
58697;point;0;2;0;1;46.99
89201;credits_consumer;0;0;0;1;60.69
61873;link_cobro;0;1;0;1;1.49
91513;point;0;0;0;1;29.04
21352;prepaid;0;0;0;1;27.35
54109;prepaid;0;0;0;1;9.79
37018;send_money;0;0;0;2;114.16999999999999
51653;send_money;0;1;1;1;1.94
70248;credits_consumer;0;0;0;2;15.89
59042;prepaid;0;1;0;1;13.18
47549;cellphone_recharge;0;0;0;1;48.93
43875;cellphone_recharge;0;2;0;1;34.61
85056;credits_consumer;0;0;0;1;158.32
95602;cellphone_recharge;1;0;0;1;111.21
28914;link_cobro;1;1;0;1;135.91
19474;cellphone_recharge;0;0;0;2;152.53
61519;link_cobro;0;1;0;1;10.58
15206;prepaid;0;0;0;2;65.02
78536;credits_consumer;0;0;0;1;98.51
175;cellphone_recharge;0;0;0;2;93.76
1753;point;0;0;0;2;80.88
23646;credits_consumer;0;1;0;1;25.81
15384;link_cobro;0;0;0;1;25.06
85521;transport;1;0;0;2;26.6
98559;point;0;1;0;2;36.11
48764;prepaid;0;0;0;1;44.7
31626;link_cobro;0;1;0;2;176.99
4865;send_money;0;0;0;1;102.58
47651;cellphone_recharge;0;0;0;1;23.05
28039;cellphone_recharge;0;1;0;1;10.38
11281;link_cobro;0;0;0;1;43.87
50721;transport;0;3;1;1;140.11
12927;point;0;1;0;1;8.17
42970;prepaid;0;0;0;1;91.0
14973;cellphone_recharge;0;0;0;1;48.49
15914;cellphone_recharge;0;0;0;2;143.63
93482;link_cobro;0;1;0;1;35.57
29685;point;0;2;0;1;11.44
57613;link_cobro;0;0;0;1;55.56
24596;prepaid;1;0;0;1;15.0
95151;prepaid;0;2;1;1;52.73
1069;transport;0;0;0;2;59.51
19376;credits_consumer;0;0;0;1;43.95
5802;transport;0;0;0;2;57.730000000000004
69038;prepaid;0;1;0;2;210.88
80829;cellphone_recharge;0;0;0;1;2.81
35624;prepaid;0;1;0;1;0.88
63487;credits_consumer;0;1;0;1;2.7
47007;cellphone_recharge;0;0;0;2;158.33
47061;point;0;0;0;1;37.18
773;point;0;0;0;1;33.5
93635;prepaid;1;0;0;1;22.72
19413;credits_consumer;1;0;0;1;2.91
10966;credits_consumer;0;0;0;1;154.0
74005;point;1;0;0;1;19.12
78257;link_cobro;0;2;0;2;105.95
63943;link_cobro;0;1;0;1;60.68
77793;transport;0;0;0;1;83.41
52153;send_money;0;0;0;2;16.85
76931;send_money;0;1;0;1;69.0
38780;point;0;1;0;2;76.57000000000001
34891;prepaid;1;1;0;2;146.1
75135;credits_consumer;0;0;0;1;15.54
13289;send_money;0;1;0;1;14.78
13685;send_money;0;0;0;2;140.99
49425;send_money;0;0;0;1;66.86
13057;link_cobro;0;1;0;2;25.08
68849;prepaid;0;2;0;3;42.04
28800;cellphone_recharge;0;2;0;1;1.8
82888;send_money;0;1;0;1;65.23
22582;transport;1;1;0;3;61.18
28015;link_cobro;0;0;0;1;5.87
92925;send_money;0;2;0;1;57.68
61813;point;0;1;0;2;114.4
1910;cellphone_recharge;0;1;0;1;10.95
70588;cellphone_recharge;0;2;1;1;87.04
35040;send_money;0;0;0;2;110.96000000000001
24626;transport;0;0;0;2;141.72
47796;link_cobro;0;0;0;1;45.74
93954;credits_consumer;0;0;0;1;76.76
35925;transport;0;0;0;1;98.95
62076;credits_consumer;0;0;0;1;106.45
91599;transport;0;0;0;1;3.87
53852;credits_consumer;0;1;0;1;58.51
20857;credits_consumer;0;0;0;1;70.12
27586;prepaid;0;1;0;1;2.98
93246;transport;1;0;0;1;35.39
40522;credits_consumer;1;1;0;3;119.42
1781;link_cobro;0;0;0;1;73.46
80647;transport;0;0;0;1;104.03
50202;transport;0;0;0;2;207.81
50652;credits_consumer;0;0;0;1;24.82
91148;link_cobro;1;0;0;1;12.12
63141;prepaid;0;0;0;1;0.84
67793;cellphone_recharge;0;0;0;1;0.01
29541;prepaid;0;1;0;1;49.96
45892;credits_consumer;0;0;0;1;108.52
28949;point;0;1;0;1;7.76
5727;prepaid;0;0;0;1;5.44
9287;prepaid;0;0;0;1;52.67
98339;link_cobro;0;0;0;1;38.24
782;credits_consumer;1;0;0;2;43.91
92925;prepaid;0;2;0;1;41.62
59396;prepaid;0;1;0;1;5.15
83210;transport;1;1;0;3;137.74
78707;send_money;0;0;0;1;53.83
74365;link_cobro;1;0;0;1;16.95
28709;prepaid;1;0;0;1;31.39
61542;point;0;0;0;1;48.47
12846;transport;0;0;0;1;15.7
13001;credits_consumer;1;0;0;1;97.67
99429;cellphone_recharge;0;2;0;1;61.27
66045;transport;0;1;1;1;57.01
86626;prepaid;0;0;0;1;10.85
37052;transport;0;0;0;1;90.56
90252;credits_consumer;0;0;0;1;112.68
38780;transport;0;0;0;3;222.22
80331;credits_consumer;0;1;0;2;11.2
90935;cellphone_recharge;0;0;0;1;67.81
9941;transport;1;0;0;1;51.0
45369;cellphone_recharge;0;1;0;1;118.07
81600;send_money;1;0;0;2;61.58
15996;prepaid;0;0;0;2;156.18
47807;link_cobro;0;0;0;2;126.6
98992;prepaid;0;1;0;2;155.79000000000002
49936;send_money;0;0;0;1;15.29
83821;prepaid;0;0;0;2;234.05
15471;transport;0;0;0;3;191.6
61755;send_money;0;0;0;1;51.28
76491;cellphone_recharge;0;1;0;1;19.17
16423;transport;0;0;0;2;62.019999999999996
98443;transport;0;3;0;1;1.61
56087;prepaid;0;0;0;1;17.45
42289;point;0;0;0;3;126.85
91646;link_cobro;0;0;0;2;70.95
53214;link_cobro;0;0;0;2;104.85000000000001
29128;credits_consumer;0;1;0;2;118.92
42366;link_cobro;1;1;0;2;139.63
85564;transport;0;0;0;2;6.2700000000000005
52057;point;0;1;0;1;50.84
86503;prepaid;1;1;0;1;106.93
55488;link_cobro;0;1;0;2;169.32
62505;cellphone_recharge;0;1;0;2;41.01
85804;transport;0;0;0;2;122.38
23296;cellphone_recharge;1;0;0;1;53.69
87774;transport;0;0;0;2;149.62
68668;link_cobro;0;0;0;2;169.07
32733;point;0;0;0;1;9.15
74816;credits_consumer;0;1;0;2;4.77
89836;cellphone_recharge;0;0;0;1;67.6
91168;point;0;0;0;1;170.9
85528;send_money;1;0;0;1;135.56
6916;point;0;0;0;2;26.42
29735;credits_consumer;0;0;0;2;77.27000000000001
28988;point;0;1;1;1;105.7
11936;credits_consumer;0;0;0;2;116.4
84457;cellphone_recharge;1;1;0;1;134.24
25066;prepaid;0;0;0;1;0.69
69159;point;0;2;0;2;47.35
11529;link_cobro;0;1;0;2;116.99
71259;point;1;0;0;1;14.56
21407;cellphone_recharge;0;1;0;1;116.79
71227;transport;0;1;0;1;21.16
91578;prepaid;0;0;0;1;6.71
31683;point;0;0;0;1;64.66
50683;credits_consumer;0;0;0;2;60.31
35341;send_money;0;0;0;1;67.47
13035;point;0;0;0;1;11.16
49226;credits_consumer;0;0;0;1;60.08
33464;cellphone_recharge;0;1;0;1;40.98
26038;link_cobro;0;0;0;3;12.48
83379;point;0;1;0;2;32.05
56141;point;0;0;0;1;17.8
8994;credits_consumer;0;2;1;1;0.49
28800;credits_consumer;0;0;0;2;41.96
76204;cellphone_recharge;1;0;0;1;43.45
28623;cellphone_recharge;0;2;0;1;6.36
46515;credits_consumer;0;0;0;1;50.06
46523;cellphone_recharge;0;2;0;1;4.99
75555;send_money;0;0;0;2;75.05999999999999
55367;prepaid;0;0;0;2;56.52
4601;prepaid;0;0;0;3;59.64000000000001
21648;cellphone_recharge;0;1;0;1;23.41
73888;link_cobro;0;0;0;2;33.38
7402;cellphone_recharge;1;1;1;1;3.0
46683;send_money;0;0;0;3;271.26
78154;transport;0;0;0;1;22.81
46967;prepaid;0;0;0;1;61.64
6352;point;1;0;0;1;0.56
30589;point;0;0;0;1;74.35
13178;point;0;0;0;1;14.34
58421;send_money;0;0;0;2;134.79999999999998
10380;prepaid;0;0;0;2;70.63
35782;link_cobro;0;0;0;1;92.88
19040;prepaid;0;2;0;3;101.53
62118;prepaid;0;2;0;1;23.9
43819;prepaid;0;1;0;1;3.05
59040;prepaid;0;1;0;1;15.27
51379;send_money;0;0;0;1;108.71
31134;credits_consumer;1;0;0;1;19.33
84003;prepaid;0;0;0;1;67.46
98276;cellphone_recharge;0;0;0;1;2.64
99393;prepaid;0;2;1;2;98.50999999999999
39221;send_money;0;1;0;1;4.92
30537;send_money;0;1;0;1;15.05
65326;credits_consumer;0;0;0;2;135.12
21442;credits_consumer;0;0;0;1;12.12
75810;send_money;0;1;1;1;18.83
88114;link_cobro;0;1;0;1;69.41
50292;transport;1;2;0;1;151.39
71136;credits_consumer;0;1;0;1;156.2
19811;cellphone_recharge;0;1;0;1;14.82
74005;transport;0;2;0;1;163.31
70253;transport;0;0;0;1;29.18
9737;credits_consumer;0;1;0;2;116.33
36881;point;1;0;0;1;37.65
88566;prepaid;0;2;0;1;8.25
15148;prepaid;0;1;0;1;10.74
30899;cellphone_recharge;1;1;0;2;90.0
8323;credits_consumer;0;0;0;1;53.04
99804;send_money;0;0;0;1;124.08
90045;send_money;0;0;0;1;14.23
65251;credits_consumer;0;0;0;1;56.38
5916;point;0;2;0;1;4.03
34693;link_cobro;1;0;0;1;10.55
62395;transport;0;0;0;1;10.06
43373;prepaid;0;1;0;1;113.17
64540;prepaid;0;0;0;1;34.86
32639;prepaid;0;0;0;1;48.12
18385;point;0;0;0;1;1.96
90045;prepaid;0;0;0;2;108.47999999999999
93569;link_cobro;0;2;0;2;71.14
24077;prepaid;0;2;0;1;55.41
49323;link_cobro;0;1;0;1;5.09
84078;point;0;0;0;1;14.38
60743;cellphone_recharge;0;2;0;1;123.48
84923;link_cobro;1;0;0;1;183.48
25015;prepaid;1;0;0;2;26.5
13334;prepaid;0;0;0;1;128.1
28337;transport;0;1;0;1;81.64
21185;prepaid;0;1;0;1;6.66
65798;point;0;0;0;1;178.28
93056;credits_consumer;1;0;0;1;130.71
63896;credits_consumer;0;1;0;1;65.28
43384;cellphone_recharge;0;1;0;1;41.77
39282;transport;0;0;0;1;71.11
43317;send_money;0;0;0;1;2.1
99369;transport;0;0;0;1;71.18
54393;prepaid;0;0;0;1;14.82
79120;transport;0;2;0;1;65.87
49057;point;1;1;0;1;77.74
70854;prepaid;0;0;0;2;175.02
90500;prepaid;0;0;0;1;126.74
65205;send_money;0;0;0;1;97.08
59400;credits_consumer;0;2;0;3;190.01999999999998
85919;link_cobro;0;0;0;1;42.66
95821;credits_consumer;0;1;0;1;120.29
88780;point;0;2;0;4;126.42999999999999
35151;credits_consumer;0;1;0;1;47.32
12224;link_cobro;0;0;0;1;20.93
81889;cellphone_recharge;1;1;0;2;114.31
34520;credits_consumer;0;0;0;2;177.73
55200;transport;0;0;0;2;33.370000000000005
74343;credits_consumer;0;0;0;1;13.01
32639;send_money;0;0;0;1;5.73
14884;point;0;0;0;3;239.64000000000001
39482;transport;0;1;0;4;27.03
7509;transport;0;0;0;4;357.34000000000003
23114;prepaid;0;0;0;2;94.67
55240;cellphone_recharge;0;0;0;3;135.9
91641;link_cobro;0;1;0;1;32.9
16931;send_money;0;0;0;2;226.85
71253;transport;0;0;0;1;98.05
83659;send_money;0;0;0;1;71.13
15191;credits_consumer;0;1;0;5;178.06
67202;point;0;0;0;2;120.49000000000001
83612;transport;1;0;0;1;20.3
63065;send_money;0;0;0;2;62.93
47783;cellphone_recharge;0;1;0;1;0.33
32601;link_cobro;0;0;0;2;116.05000000000001
15574;link_cobro;0;1;0;1;27.94
26028;cellphone_recharge;0;0;0;3;169.22
63035;prepaid;0;1;0;3;243.13
81462;transport;1;0;0;1;80.46
53258;cellphone_recharge;0;1;0;2;95.80000000000001
19713;link_cobro;0;0;0;3;145.85000000000002
67460;prepaid;0;0;0;1;92.31
92544;prepaid;0;0;0;1;26.44
99704;point;0;1;0;1;100.47
53286;cellphone_recharge;0;1;0;1;115.01
27434;transport;0;0;0;2;90.39
61927;link_cobro;0;0;0;3;41.57
57314;send_money;0;0;0;1;58.52
55967;credits_consumer;0;1;0;2;48.56
43411;transport;0;2;1;2;187.05
96859;send_money;0;0;0;1;2.93
10860;link_cobro;0;1;0;1;82.19
10056;point;0;1;0;1;141.63
83351;link_cobro;0;1;0;1;58.77
13737;credits_consumer;0;0;0;1;159.28
33456;cellphone_recharge;0;2;0;1;69.5
86719;credits_consumer;1;0;0;1;157.74
84832;link_cobro;0;1;0;1;16.58
20182;cellphone_recharge;0;1;0;3;77.55
72800;send_money;0;0;0;1;3.77
4473;transport;0;1;0;2;82.74
88643;transport;0;0;0;2;46.760000000000005
7999;point;1;0;0;2;62.089999999999996
63082;transport;0;0;0;1;108.14
80196;credits_consumer;0;0;0;1;68.95
55920;send_money;0;2;1;2;96.13
39291;cellphone_recharge;0;0;0;1;152.94
99426;send_money;0;2;0;3;236.04
66127;prepaid;0;0;0;2;68.55
2725;point;0;0;0;4;206.95000000000002
68384;cellphone_recharge;0;0;0;1;132.54
58;prepaid;0;0;0;1;25.99
30753;link_cobro;0;0;0;1;106.32
66064;credits_consumer;0;1;0;3;129.91
84938;credits_consumer;0;0;0;1;5.35
43953;prepaid;0;3;0;3;156.8
77346;point;0;0;0;2;102.06
27759;credits_consumer;0;0;0;1;54.48
71360;transport;0;1;1;1;45.74
75735;cellphone_recharge;0;1;0;2;201.38
13960;link_cobro;0;0;0;1;63.76
45510;cellphone_recharge;0;0;0;2;73.43
89994;cellphone_recharge;0;1;0;1;26.05
74341;prepaid;0;0;0;2;2.83
91015;point;0;1;0;1;16.7
40;link_cobro;0;0;0;1;25.74
15934;link_cobro;0;0;0;2;34.47
6562;transport;0;1;0;1;17.83
80486;cellphone_recharge;0;0;0;1;76.75
40548;credits_consumer;0;0;0;1;122.18
6906;cellphone_recharge;0;0;0;1;52.23
95689;point;0;0;0;1;75.91
46876;send_money;0;0;0;1;168.7
67318;credits_consumer;1;0;0;2;69.28
53693;cellphone_recharge;0;0;0;1;135.23
15214;send_money;0;1;0;1;19.8
63655;prepaid;0;1;0;1;41.25
67790;send_money;0;1;0;1;63.99
95050;credits_consumer;0;1;0;1;23.27
12166;transport;0;1;1;2;86.49
61793;cellphone_recharge;0;0;0;1;49.9
48938;link_cobro;0;1;1;1;37.91
22826;point;0;0;0;1;125.43
79439;transport;1;0;0;1;3.18
19592;credits_consumer;0;0;0;1;13.84
67410;prepaid;0;1;1;2;29.310000000000002
32003;credits_consumer;0;0;0;1;12.84
27407;credits_consumer;0;0;0;1;38.65
69020;point;0;0;0;1;59.0
83758;link_cobro;1;0;0;2;67.62
66746;point;0;0;0;1;53.62
7441;credits_consumer;0;0;0;1;25.18
73726;credits_consumer;0;0;0;1;117.52
78930;point;0;0;0;1;76.79
53813;transport;0;1;0;2;96.58
93725;send_money;0;1;0;1;49.29
86599;link_cobro;0;0;0;1;18.62
59959;link_cobro;0;0;0;1;4.67
68449;transport;0;0;0;2;89.8
87391;send_money;0;0;0;1;103.46
43020;link_cobro;0;0;0;1;1.71
42435;credits_consumer;0;0;0;1;161.88
46594;send_money;0;1;0;1;87.65
40766;point;0;1;0;1;4.69
14217;send_money;0;1;0;1;39.05
32977;prepaid;0;1;0;1;93.7
73634;point;0;1;0;1;77.05
15612;prepaid;0;1;0;1;13.35
68975;credits_consumer;0;1;0;1;6.21
75023;point;0;0;0;1;43.86
59890;transport;0;0;0;1;43.01
58370;prepaid;0;1;0;1;32.26
94090;prepaid;1;0;0;1;19.42
54624;credits_consumer;0;0;0;1;3.52
98090;credits_consumer;0;0;0;1;108.94
61444;credits_consumer;0;2;0;1;142.0
58578;point;0;0;0;1;69.48
72068;link_cobro;0;0;0;1;17.45
80743;cellphone_recharge;0;0;0;1;120.26
27798;credits_consumer;0;2;0;1;46.25
42076;point;0;0;0;1;84.83
48384;credits_consumer;0;0;0;1;140.53
72090;link_cobro;0;0;0;1;67.76
81445;prepaid;1;0;0;1;10.62
15223;send_money;0;0;0;1;125.16
63655;send_money;0;1;0;1;81.93
79038;send_money;0;1;0;2;29.07
8318;prepaid;0;0;0;2;88.45
23987;send_money;0;1;0;1;39.95
35425;credits_consumer;0;1;0;1;51.78
67740;transport;0;0;0;2;54.65
474;transport;0;1;0;2;149.07
46681;send_money;0;1;0;1;15.83
91166;link_cobro;0;0;0;1;15.98
32881;cellphone_recharge;0;2;0;3;33.89
9643;link_cobro;0;0;0;2;43.4
83828;transport;0;1;0;4;72.65
60896;link_cobro;0;1;0;3;128.07
37679;credits_consumer;0;0;0;1;13.92
65246;point;0;0;0;3;85.6
59341;credits_consumer;0;0;0;1;20.52
69188;send_money;0;0;0;1;122.59
68343;point;0;0;0;1;19.43
63979;transport;0;2;1;1;22.71
80511;credits_consumer;0;1;0;1;7.34
68194;credits_consumer;0;0;0;1;3.96
85373;prepaid;0;0;0;1;102.47
99242;credits_consumer;0;0;0;4;353.08000000000004
84375;send_money;0;3;0;4;265.95
94090;send_money;0;1;1;1;1.09
64122;credits_consumer;0;0;0;1;67.69
59252;credits_consumer;0;0;0;2;57.43
14631;transport;0;1;0;1;2.97
19496;cellphone_recharge;0;1;0;2;37.160000000000004
22587;send_money;0;1;0;2;44.84
20646;send_money;0;0;0;1;6.07
86107;credits_consumer;0;0;0;2;6.33
614;send_money;0;0;0;3;316.29
12570;send_money;0;0;0;1;164.52
68525;link_cobro;0;0;0;1;10.47
94010;transport;0;0;0;2;113.60000000000001
7660;point;0;0;0;1;78.33
92265;point;0;0;0;1;44.91
54046;prepaid;1;1;0;1;148.9
88570;send_money;0;0;0;2;65.72999999999999
3444;cellphone_recharge;0;1;0;3;136.3
95907;prepaid;1;0;0;1;19.96
81893;transport;0;1;0;1;18.55
41671;cellphone_recharge;0;2;0;1;9.84
92208;send_money;0;1;0;2;23.65
39899;link_cobro;0;0;0;1;38.3
32915;cellphone_recharge;0;1;0;1;0.67
81947;credits_consumer;0;0;0;2;140.73000000000002
33963;link_cobro;0;0;0;1;42.58
86061;cellphone_recharge;0;0;0;2;11.370000000000001
10937;link_cobro;0;2;1;1;21.55
24581;prepaid;0;1;0;1;8.62
47513;send_money;1;0;0;2;108.86
47766;transport;0;1;0;2;25.43
47957;cellphone_recharge;0;1;0;2;22.240000000000002
14323;transport;0;1;0;1;29.61
73604;prepaid;1;2;0;2;51.53
27647;send_money;0;1;0;2;207.47000000000003
85237;point;0;0;0;1;35.83
10502;transport;0;2;0;1;31.85
97659;prepaid;0;0;0;1;28.75
49047;cellphone_recharge;1;1;0;1;37.39
97826;send_money;0;0;0;2;121.39000000000001
19963;transport;0;2;0;1;59.86
6534;prepaid;0;0;0;3;61.589999999999996
30751;link_cobro;0;0;0;1;126.35
86065;prepaid;0;0;0;1;1.82
77752;transport;0;0;0;2;129.6
1047;link_cobro;0;0;0;1;75.2
13741;link_cobro;0;0;0;1;65.37
66935;link_cobro;0;0;0;1;157.84
71650;prepaid;0;0;0;4;218.76999999999998
66730;transport;1;0;0;1;114.99
43515;credits_consumer;0;0;0;1;7.1
70541;point;0;1;0;2;102.74000000000001
21902;link_cobro;0;0;0;2;119.68
6844;cellphone_recharge;0;0;0;1;46.19
47442;send_money;0;1;0;2;84.14
97962;prepaid;0;0;0;2;178.38000000000002
10382;point;0;0;0;4;185.64
36314;link_cobro;0;1;0;1;6.89
31667;link_cobro;0;3;0;2;132.34
56029;send_money;1;3;0;3;17.88
24455;link_cobro;0;0;0;3;95.92999999999999
54047;credits_consumer;0;0;0;1;146.24
63915;point;0;0;0;1;121.26
78147;transport;0;0;0;2;117.25
93238;transport;0;0;0;1;71.36
879;point;0;0;0;1;127.21
60342;transport;0;2;0;2;36.26
38496;transport;0;1;0;1;21.96
25767;point;0;0;0;1;0.74
57813;cellphone_recharge;0;0;0;1;22.35
86283;credits_consumer;0;0;0;2;149.83
60651;transport;0;0;0;1;33.12
63574;transport;0;0;0;1;17.01
25170;point;0;1;0;2;160.15
57961;cellphone_recharge;0;0;0;1;44.49
28426;cellphone_recharge;0;0;0;2;101.97999999999999
71681;point;0;1;1;1;177.71
14938;send_money;0;1;0;1;78.97
53237;cellphone_recharge;0;0;0;2;103.02
85836;send_money;0;0;0;1;42.54
12729;point;0;0;0;2;51.65
68550;prepaid;1;1;0;1;14.46
75508;cellphone_recharge;0;2;0;1;50.96
17826;point;0;0;0;1;1.38
55635;cellphone_recharge;0;0;0;2;246.1
98717;send_money;0;1;0;2;76.85000000000001
79368;cellphone_recharge;0;0;0;2;223.68
6534;send_money;0;0;0;1;52.7
88653;point;0;1;0;2;62.55
34151;link_cobro;0;1;0;2;47.33
85545;transport;1;0;0;2;119.35000000000001
39517;link_cobro;0;0;0;1;20.29
68548;point;0;1;0;1;20.04
23273;prepaid;0;1;0;1;6.57
65179;cellphone_recharge;0;0;0;1;76.36
30499;prepaid;0;0;0;1;171.04
66938;cellphone_recharge;0;0;0;2;192.49
44821;prepaid;0;0;0;1;12.52
96515;prepaid;0;1;0;2;60.12
76134;transport;0;0;0;1;141.46
92299;point;0;1;0;1;0.77
4199;point;0;0;0;2;56.91
54705;point;0;0;0;1;118.49
98224;prepaid;0;4;0;1;35.65
40541;link_cobro;0;0;0;1;21.38
66077;cellphone_recharge;0;0;0;1;66.93
19432;point;0;2;1;1;37.99
26203;point;0;0;0;1;47.27
63104;send_money;0;0;0;1;58.8
28879;transport;0;0;0;1;20.25
64428;point;0;1;0;3;127.60000000000001
42525;link_cobro;0;1;1;1;103.75
53727;send_money;0;1;0;1;20.54
88740;credits_consumer;0;0;0;1;77.76
38711;link_cobro;0;0;0;2;37.42
88101;prepaid;0;1;0;1;32.64
38922;cellphone_recharge;0;0;0;1;1.95
15761;credits_consumer;0;1;0;1;127.91
42626;prepaid;0;1;0;1;34.39
74314;prepaid;0;1;0;2;147.69
12670;link_cobro;0;2;0;2;122.59
3977;credits_consumer;0;0;0;1;12.38
86276;send_money;0;0;0;1;38.46
54745;transport;0;1;1;2;24.19
73514;transport;1;1;0;1;34.07
17193;link_cobro;0;0;0;1;20.92
51533;cellphone_recharge;0;1;0;1;130.4
35956;transport;0;0;0;3;117.06
17676;cellphone_recharge;1;2;0;1;133.07
44991;prepaid;0;0;0;1;19.7
88913;cellphone_recharge;0;0;0;1;53.71
669;transport;0;0;0;3;267.95
8341;cellphone_recharge;0;1;0;1;26.57
39201;prepaid;0;1;1;2;141.94
21972;prepaid;1;1;0;2;130.26
16859;cellphone_recharge;0;1;0;1;49.4
11231;transport;1;1;0;2;21.37
30443;transport;1;2;1;1;105.44
19914;credits_consumer;0;0;0;1;7.53
21559;cellphone_recharge;0;0;0;1;10.69
92475;send_money;0;1;1;1;36.91
8779;cellphone_recharge;0;0;0;1;91.22
65933;link_cobro;1;0;0;2;191.8
89749;send_money;0;0;0;1;40.14
90668;credits_consumer;0;0;0;1;6.24
60387;link_cobro;0;1;0;1;146.79
70329;credits_consumer;0;2;0;2;202.32
27010;cellphone_recharge;0;1;0;2;47.620000000000005
62189;cellphone_recharge;0;0;0;2;102.09
8015;point;0;0;0;1;51.77
63021;send_money;1;0;0;1;181.96
89552;transport;0;0;0;2;180.64999999999998
2944;link_cobro;0;0;0;2;120.18
4812;cellphone_recharge;0;0;0;2;164.29
41084;point;0;0;0;2;25.79
23969;prepaid;0;1;0;2;23.380000000000003
75180;credits_consumer;0;0;0;2;1.12
11379;link_cobro;0;0;0;1;72.46
13764;point;0;1;0;1;7.86
81850;transport;0;0;0;1;138.68
12884;credits_consumer;1;2;0;2;17.5
76811;credits_consumer;0;0;0;2;53.41
57063;cellphone_recharge;0;0;0;2;92.98
8070;prepaid;0;0;0;1;20.68
27564;send_money;0;0;0;1;2.11
60984;cellphone_recharge;0;1;0;1;38.44
9648;transport;0;0;0;1;37.75
59451;cellphone_recharge;0;0;0;1;45.42
92651;send_money;0;1;0;1;172.53
28454;transport;0;1;0;2;34.18
13965;prepaid;0;0;0;2;175.83999999999997
92500;point;1;0;0;1;25.87
94972;transport;1;1;0;1;47.96
90672;transport;0;0;0;2;135.03
48584;credits_consumer;0;0;0;1;145.4
10127;prepaid;1;2;0;1;32.13
69764;transport;0;1;0;1;47.95
